psi 6 1 2 2 -4.44088e-16
psi 6 1 3 2 0.0464286
psi 6 2 1 1 0.0464417
psi 6 2 2 1 -4.85418e-17
psi 6 2 3 1 0.998638
psi 6 2 1 2 4.13394e-19
psi 6 2 2 2 2.04139e-19
psi 6 2 3 2 8.28426e-17
psi 6 3 1 1 -3.82266e-22
psi 6 3 2 1 0.00110312
psi 6 3 3 1 -3.04492e-17
psi 6 3 1 2 2.38182e-06
psi 6 3 2 2 1.15484e-12
psi 6 3 3 2 0.0237972
psi 7 1 1 1 0.998921
psi 7 1 2 1 -7.72132e-17
psi 7 1 3 1 -0.0464286
psi 7 1 1 2 7.3461e-17
psi 7 1 2 2 0.999999
psi 7 1 3 2 -5.47523e-17
psi 7 2 1 1 -3.47371e-18
psi 7 2 2 1 -3.67138e-32
psi 7 2 3 1 -6.66053e-16
psi 7 2 1 2 0.0464417
psi 7 2 2 2 7.90012e-17
psi 7 2 3 2 0.998638
psi 7 3 1 1 -2.38182e-06
psi 7 3 2 1 -1.32083e-18
psi 7 3 3 1 -0.0237972
psi 7 3 1 2 -1.56375e-21
psi 7 3 2 2 0.00110312
psi 7 3 3 2 -1.90665e-18
psi 8 1 1 1 0
psi 8 1 2 1 0.999999
psi 8 1 3 1 -6.39632e-14
psi 8 1 1 2 0.998921
psi 8 1 2 2 1.11024e-16
psi 8 1 3 2 0.0464286
psi 8 2 1 1 -0.0464417
psi 8 2 2 1 5.55139e-16
psi 8 2 3 1 0.998638
psi 8 2 1 2 -1.6315e-19
psi 8 2 2 2 -4.16528e-19
psi 8 2 3 2 -2.66084e-17
psi 8 3 1 1 1.61711e-22
psi 8 3 2 1 0.00110312
psi 8 3 3 1 -7.06459e-17
psi 8 3 1 2 -2.38182e-06
psi 8 3 2 2 2.66465e-12
psi 8 3 3 2 0.0237972
psi 9 1 1 1 0.998921
psi 9 1 2 1 -5.59622e-16
psi 9 1 3 1 -0.0464286
psi 9 1 1 2 -5.64706e-16
psi 9 1 2 2 -0.999999
psi 9 1 3 2 -7.34477e-17
psi 9 2 1 1 -2.60107e-17
psi 9 2 2 1 1.34303e-32
psi 9 2 3 1 3.33127e-15
psi 9 2 1 2 -0.0464417
psi 9 2 2 2 1.22465e-16
psi 9 2 3 2 -0.998638
psi 9 3 1 1 2.38182e-06
psi 9 3 2 1 -4.1125e-21
psi 9 3 3 1 0.0237972
psi 9 3 1 2 2.4205e-21
psi 9 3 2 2 0.00110312
psi 9 3 3 2 2.06809e-14
psi 10 1 1 1 0
psi 10 1 2 1 -0.999999
psi 10 1 3 1 -2.33159e-14
psi 10 1 1 2 -0.998921
psi 10 1 2 2 -3.33072e-16
psi 10 1 3 2 0.0464286
psi 10 2 1 1 -0.0464417
psi 10 2 2 1 7.64361e-17
psi 10 2 3 1 -0.998638
psi 10 2 1 2 1.23433e-18
psi 10 2 2 2 -6.33816e-18
psi 10 2 3 2 6.62283e-16
psi 10 3 1 1 8.01523e-22
psi 10 3 2 1 -0.00110312
psi 10 3 3 1 -2.50724e-17
psi 10 3 1 2 2.38182e-06
psi 10 3 2 2 -9.75841e-13
psi 10 3 3 2 0.0237972
psi 11 1 1 1 0.998921
psi 11 1 2 1 -1.12699e-16
psi 11 1 3 1 -0.0464286
psi 11 1 1 2 -1.142e-16
psi 11 1 2 2 -0.999999
psi 11 1 3 2 1.92293e-16
psi 11 2 1 1 -5.31362e-18
psi 11 2 2 1 -4.68768e-34
psi 11 2 3 1 -2.22032e-15
psi 11 2 1 2 -0.0464417
psi 11 2 2 2 3.49314e-17
psi 11 2 3 2 -0.998638
psi 11 3 1 1 -2.38182e-06
psi 11 3 2 1 3.35712e-22
psi 11 3 3 1 -0.0237972
psi 11 3 1 2 1.00617e-20
psi 11 3 2 2 -0.00110312
psi 11 3 3 2 -2.01197e-13
psi 12 1 1 1 0
psi 12 1 2 1 -0.999999
psi 12 1 3 1 3.47577e-14
psi 12 1 1 2 0.998921
psi 12 1 2 2 -3.33027e-16
psi 12 1 3 2 0.0464286
psi 12 2 1 1 0.0464417
psi 12 2 2 1 -1.0495e-16
psi 12 2 3 1 -0.998638
psi 12 2 1 2 -2.44908e-19
psi 12 2 2 2 -3.03576e-19
psi 12 2 3 2 1.53724e-16
psi 12 3 1 1 -2.59345e-22
psi 12 3 2 1 -0.00110312
psi 12 3 3 1 3.84451e-17
psi 12 3 1 2 -2.38182e-06
psi 12 3 2 2 1.45619e-12
psi 12 3 3 2 0.0237972
psi 13 1 1 1 -0.998921
psi 13 1 2 1 -9.95987e-17
psi 13 1 3 1 0.0464286
psi 13 1 1 2 -1.01568e-16
psi 13 1 2 2 0.999999
psi 13 1 3 2 -2.39475e-16
psi 13 2 1 1 4.51829e-18
psi 13 2 2 1 4.79757e-33
psi 13 2 3 1 -5.10713e-15
psi 13 2 1 2 -0.0464417
psi 13 2 2 2 -4.47232e-17
psi 13 2 3 2 -0.998638
psi 13 3 1 1 -2.38182e-06
psi 13 3 2 1 4.13772e-21
psi 13 3 3 1 -0.0237972
psi 13 3 1 2 1.23233e-20
psi 13 3 2 2 -0.00110312
psi 13 3 3 2 -1.80991e-13
psi 14 1 1 1 0
psi 14 1 2 1 -0.999999
psi 14 1 3 1 -3.53037e-14
psi 14 1 1 2 -0.998921
psi 14 1 2 2 1.11027e-16
psi 14 1 3 2 0.0464286
psi 14 2 1 1 -0.0464417
psi 14 2 2 1 2.844e-16
psi 14 2 3 1 -0.998638
psi 14 2 1 2 -2.44258e-19
psi 14 2 2 2 8.16029e-18
psi 14 2 3 2 1.02752e-15
psi 14 3 1 1 -1.15711e-22
psi 14 3 2 1 -0.00110312
psi 14 3 3 1 -3.90041e-17
psi 14 3 1 2 2.38181e-06
psi 14 3 2 2 -1.47206e-12
psi 14 3 3 2 0.0237972
psi 15 1 1 1 -0.998921
psi 15 1 2 1 2.48572e-16
psi 15 1 3 1 -0.0464286
psi 15 1 1 2 2.60562e-16
psi 15 1 2 2 0.999999
psi 15 1 3 2 7.45023e-17
psi 15 2 1 1 1.20035e-17
psi 15 2 2 1 3.39967e-32
psi 15 2 3 1 -1.77608e-15
psi 15 2 1 2 0.0464417
psi 15 2 2 2 -2.63941e-16
psi 15 2 3 2 -0.998638
psi 15 3 1 1 2.3819e-06
psi 15 3 2 1 4.94789e-19
psi 15 3 3 1 -0.0237972
psi 15 3 1 2 -1.54378e-20
psi 15 3 2 2 0.00110312
psi 15 3 3 2 -3.08589e-13
psi 16 1 1 1 0
psi 16 1 2 1 -0.999999
psi 16 1 3 1 -1.92559e-14
psi 16 1 1 2 -0.998921
psi 16 1 2 2 2.2204e-16
psi 16 1 3 2 0.0464294
psi 16 2 1 1 -0.0464425
psi 16 2 2 1 6.94972e-17
psi 16 2 3 1 -0.998638
psi 16 2 1 2 5.48155e-19
psi 16 2 2 2 -4.77944e-27
psi 16 2 3 2 1.40942e-16
psi 16 3 1 1 -3.35245e-22
psi 16 3 2 1 0.00110314
psi 16 3 3 1 2.09489e-17
psi 16 3 1 2 -2.37866e-06
psi 16 3 2 2 8.06841e-13
psi 16 3 3 2 -0.0237972
psi 17 1 1 1 -0.998922
psi 17 1 2 1 -6.8272e-17
psi 17 1 1 2 6.94675e-17
psi 17 1 2 2 -0.999999
psi 17 2 1 1 3.17287e-18
psi 17 2 2 1 2.16852e-34
psi 17 2 1 2 0.0464131
psi 17 2 2 2 2.73417e-17
psi 17 3 1 1 2.49998e-06
psi 17 3 2 1 1.70863e-22
psi 17 3 1 2 1.12956e-21
psi 17 3 2 2 -0.00110232
psi 18 1 1 1 -3.24938e-18
psi 18 1 1 2 -0.998869
psi 18 2 1 1 0.0475433
psi 18 2 1 2 -1.54661e-19
